New Code,OP
OP194,Validate data sources against organizational registry of fair / unfair data sources
OP2194,Assess the fairness of data sources against enterprise fairness criteria
OP195,Create and manage a list of unfair data sources
OP2234,Adjust the algorithm to compensate for bias
OP2196,Approve the data sources used by the project
OP2571,Execute Bias (Fairness) Risk assessment  
OP2551,Approve the Fairness Impact Assessments
OP2512,Report fairness metrics and outcomes to stakeholders
OP2513,Report fairness-accuracy tradeoff decisions and outcomes to stakeholders
OP2420,Assess potential impacts of each bias type
OP2421,Implement mechanisms to measure and mitigate bias
OP1210,Implement mechanisms to measure and mitigate selection bias
OP1211,Define enterprise strategy to prevent measurement bias
OP1212,Implement mechanisms to measure and mitigate measurement bias
OP1213,Implement mechanisms to measure and mitigate systematic bias
OP1214,Implement mechanisms to measure and mitigate reinforcement bias
OP1215,Implement mechanisms to measure and mitigate observer bias
OP1216,Implement mechanisms to measure and mitigate outlier bias
OP2438,Implement processes to identify sources of bias
OP2439,Investigate and document the root cause of bias
OP2440,Communicate the root-cause of bias to relevant stakeholders
OP1891,Test AI system for bias
OP2577,Compare bias metrics achieved vs reported on model card
OP1217,Use representative dataset for model training (Not a specific activity)
OP1218,Combine data inputs from multiple sources
OP1219,Assess datasets against diversity requirements
OP1220,Use different data collection devices
OP1221,Use different samples for model training
OP1222,Review recall bias minimization periodically
OP1223,Minimize systematic bias
OP1224,Periodically audit the prevention and minimization of selection bias
OP1225,Minimize reinforcement bias
OP1226,Periodically audit the prevention and minimization of reinforcement bias
OP1227,Train employees for gold standard
OP1228,Screen observers for bias
OP1229,Review gold standard compliance periodically
OP1230,Implement statistical tools to assess data distribution
OP1231,Replace outliers in dataset
OP1232,Conduct manual checks for outlier bias
OP1233,Implement randomization to training data
OP1234,Screen dataset for confounding variables
OP1235,Create a check-list for exclusion decisions
OP1236,Communicate check-list and guideline to data labelers
OP1237,Review exclusion decisions periodically
OP1274,Minimize indirect bias
OP1275,Minimize bias in annotation data
OP1238,Minimize problem formulation bias
OP1239,Minimize data pre-processing bias
OP1240,Minimize feature determination and model-building bias
OP1241,Minimize analytics structure bias
OP2459,Analyze the fairness implications of the project
OP1242,Evaluate the impact of protected data features
OP2430,Evaluate the impact of unprotected data features
OP2431,Document risk of protected/unprotected features
OP2432,Define Key Fairness Indicators
OP2433,Review and approve Key Fairness Indicators
OP2434,Test dataset against established fairness metrics
OP2460,Establish fairness impacts mitigation processes and procedures
OP2461,Define action plans to mitigate fairness impacts
OP2435,Test data and model against established fairness metrics
OP2651,Define processes to periodically reassess the Key Fairness Indicators
OP2436,Periodically monitor and review data and model testing against established fairness metrics
OP2437,Communicate data and model fairness testing results to relevant stakeholders
OP1243,Conduct in-time validation with test data
OP1244,Prune dataset to prevent overfitting
OP1245,Cease model training prior to final iteration
OP1246,Remove model layers
OP1247,Add proxy data to the model dataset
OP1248,Add relevant features/parameters to an underfitted model
OP1249,Add complexity to an underfitted model
OP1250,Add training time to an underfitted model
OP1251,Assess algorithmic impacts against demographic/statistical parity
OP1252,"Attest the alignment with ""Ethic Guidelines for Algorithmic Impacts"" against demographic / statistical parity"
OP1253,Assess algorithmic impacts against true positive rate parity
OP1254,"Attest the alignment with ""Ethic Guidelines for Algorithmic Impacts"" against true positive rate parity"
OP1255,Assess algorithmic impacts against false positive rate parity
OP1256,"Attest the alignment with ""Ethic Guidelines for Algorithmic Impacts"" against false positive rate parity"
OP1257,Assess algorithmic impacts against positive predictive value parity
OP1258,"Attest the alignment with ""Ethic Guidelines for Algorithmic Impacts"" against positive predictive value parity"
OP1259,Assess algorithmic impacts against individual fairness
OP1260,"Attest the alignment with ""Ethic Guidelines for Algorithmic Impacts"" against individual fairness"
OP1261,Assess algorithmic impacts against counterfactual fairness
OP1262,"Attest the alignment with ""Ethic Guidelines for Algorithmic Impacts"" against counterfactual fairness"
OP1263,Assess AI system's performance when exposed to unseen data
OP1264,Implement required adjustments to AI system for unseen data
OP1265,Review AI system's performance with unseen data prior to deployment
OP1266,Define assessment procedures for AI system fairness
OP2711,Execute Gender-based Analysis Plus
OP1267,Assess discrimination impacts
OP1268,Assess AI decision consistency for the same AI subject circumstances
OP1269,Implement required adjustments to AI system for discrimination
OP2619,Implement monitoring mechanisms for unintended/ unforeseen system outcomes
OP1270,Monitor unintended/unforeseen system outcomes
OP1271,Analyze the root causes of unintended/unforeseen system outcomes
OP1272,Ensure strong regimes of accountability at the site of user deployment
OP1273,Ensure strong regimes of accountability at the site of user deployment
OP2453,Establish guidelines and processes for a human centric approach in the context of the project
OP1276,Establish human in control of technology policy
OP1855,Define appropriate level of human involvement for a project
OP1277,Define the human involvement purpose (decision making vs decision support)
OP1278,Define the level of human involvement required for AI decision-making
OP1279,Document chosen level of human involvement for specific model
OP1280,Train personnel for chosen level of human involvement
OP1281,Assess the complexity of decisions for automated decisions
OP1282,Assess subjective judgment involved for automated decisions
OP1283,Establish role of human in targeted processes
OP2529,Produce an HTL integration report
OP2530,Conduct periodic audit and review of HTL
OP2531,Train personnel for HTL intervention
OP1284,Implement human-in-the-loop approach
OP1285,Approve the role of humans in the targeted processes
OP1286,Define role of human-out-of-the-loop approach for automated decision-making
OP1287,Define the human-over-the-loop approach for automated decision-making
OP1856,Define response procedures for unintended behavior
OP1857,Define roles and responsibilities to intervene during unintended behavior
OP1858,Establish mechanism to allow human intervention
OP1859,Establish shut down mechanism for AI / AA model
OP1860,Train personnel for AI / AA model intervention
OP1861,Test intervention mechanisms imbedded in AI / AA model
OP1288,Attest the role of human in the algorithmic decision 
OP1814,Define training procedures for automated decision system(s)
OP1289,Train personnel for implementation of automated decision system(s)
OP2617,Train personnel for implementation and operation of automated decision systems
OP1815,Attest personnel training for automated decision system(s)
OP2585,Establish relevant recourse options to challenge automated decision
OP1290,Define procedures to review challenged automated decisions
OP1291,Train personnel to review and resolve challenged decisions
OP1292,Human review of challenged automated decisions
OP1293,Monitor recourses against automated decisions
OP2442,Regularly review and examine stakeholders’ disputes/appeals of the AI system's decision
OP1294,"Review ""black box"" decisions"
OP1295,"Train personnel to review ""black box"" decisions"
OP1296,Demonstrate human review of black box decisions
OP1985,Establish data ethics oversight function
OP2092,Establish a Code of Data Ethics
OP2093,Define roles and responsibilities of the data ethics function
OP2094,Define remediation process for ethical issues
OP2095,Train project team on ethical data management
OP2096,Establish mechanism to raise ethical concerns
OP1986,Evaluate ethical data access and usage
OP1987,Evaluate ethical outcomes of data usage
OP1297,Consult with SMEs in deployment field during model development
OP1298,Consult with SMEs in social science during model development
OP1299,Document SME recommendations for model development
OP1300,Implement adjustments to AI system based on SME recommendations
OP2514,Define Key Ethical Principles to be aligned with in the context of the project
OP2515,Define ethics guidelines for algorithms in the context of the project
OP2516,Determine ethical data usage context
OP2517,Monitor and review alignment to ethical principles
OP2518,Report ethics metrics and outcomes to stakeholders
OP2519,Report ethics tradeoff decisions and outcomes to stakeholders
OP1301,Map ethics operating practices to AI processes
OP1302,Implement ethics operating practices within AI processes
OP1303,Monitor ethics operating practices within AI processes
OP2443,Establish an ethical impact assessment strategy
OP2462,Identify and analyze ethics implications of the project
OP2463,Establish an ethics impacts mitigation strategy
OP1304,Report ethical issues in analytics contexts
OP1305,Assess ethical issues
OP1306,Define thresholds/triggers to conduct or update ethical impact assessment
OP1307,Trigger performance/update of ethical impact assessment
OP2413,Document ethics related decisions
OP1308,Consult with SMEs for ethical risk management
OP2465,Document ethics risk assessment
OP2466,Communicate ethics risk assessment to relevant stakeholders
OP1309,Monitor ethical issues
OP1310,Review and validate the ethical impact assessment results
OP1311,Define processes for escalation of ethical issues
OP1312,Communicate escalation processes for ethical issues
OP1313,Train employees on management of ethical issues
OP1314,Escalate ethical issues
OP1315,Train employees on identification and reporting of ethical concerns
OP1316,Attest that training has been provided
OP1317,Assess alignment between AI governance practices and AI ethical standards
OP1318,Assess alignment between AI risk management and AI ethical standards
